COD_PROV,COD_IMP,COD_ACTIV,COEF_CONV_MULTI
1394,IVA,EXENT,1.0
1394,SUSS,EXENT,1.0
1394,TMUNI,EXENT,1.0
1395,GANAN,EXENT,1.0
1395,INGBR,EXENT,1.0
1395,IVA,EXENT,1.0
1395,SUSS,EXENT,1.0
1395,TMUNI,EXENT,1.0
1396,GANAN,EXENT,1.0
1396,INGBR,EXENT,1.0
1396,IVA,EXENT,1.0
2025,SUSS,APATR,1.0
2252,IVA,MONO,1.0
2252,SUSS,EXENT,1.0
2252,TMUNI,EXENT,1.0
2260,GANAN,SERVI,1.0
2260,IVA,RESPO,1.0
2260,SUSS,APATR,1.0
2260,TMUNI,EXENT,1.0
1906,INGBR,A122R,1.0
2262,IVA,MONO,1.0
2262,SUSS,EXENT,1.0
2262,TMUNI,EXENT,1.0
2160,GANAN,MONOL,1.0
2144,GANAN,MONOL,1.0
2125,GANAN,MONOL,1.0
2123,GANAN,MONOL,1.0
1907,INGBR,A122R,1.0
1825,GANAN,MONOL,1.0
2178,GANAN,MONOL,1.0
2037,GANAN,MONOL,1.0
2153,GANAN,MONOL,1.0
2211,GANAN,MONOL,1.0
2011,GANAN,MONOL,1.0
1782,GANAN,MONOL,1.0
1854,GANAN,MONOL,1.0
1854,IVA,MONO,1.0
2129,GANAN,MONOL,1.0
1745,GANAN,MONOL,1.0
2129,IVA,MONO,1.0
2091,GANAN,MONOL,1.0
2173,GANAN,MONOL,1.0
1381,GANAN,MONOL,1.0
1908,INGBR,A122R,1.0
21412,GANAN,MONOL,1.0
2110,GANAN,MONOL,1.0
1909,INGBR,A122R,1.0
1819,GANAN,MONOL,1.0
2128,GANAN,MONOL,1.0
2115,GANAN,MONOL,1.0
9,GANAN,MONOV,1.0
70,GANAN,EXENT,1.0
91,GANAN,EXENT,1.0
136,GANAN,MONOL,1.0
138,GANAN,EXENT,1.0
2282,GANAN,HONOR,1.0
2282,SUSS,EXENT,1.0
2282,TMUNI,EXENT,1.0
2283,GANAN,SERVI,1.0
2283,IVA,RESPO,1.0
2283,SUSS,EXENT,1.0
2283,TMUNI,EXENT,1.0
1547,GANAN,MONOL,1.0
2301,GANAN,VTABI,1.0
2301,IVA,RESPO,1.0
2301,SUSS,APATR,1.0
2301,TMUNI,EXENT,1.0
2303,GANAN,SERVI,1.0
2303,IVA,RESPO,1.0
2303,SUSS,EXENT,1.0
2303,TMUNI,EXENT,1.0
2309,GANAN,MONOL,1.0
1910,INGBR,A122R,1.0
2309,IVA,MONO,1.0
2309,SUSS,EXENT,1.0
2309,TMUNI,EXENT,1.0
1867,IVA,EXENT,1.0
2342,GANAN,MONOL,1.0
1837,IVA,RESPO,1.0
2342,IVA,MONO,1.0
2342,SUSS,EXENT,1.0
2342,TMUNI,EXENT,1.0
2343,GANAN,VTABI,1.0
2343,IVA,RESPO,1.0
2343,SUSS,APATR,1.0
2343,TMUNI,EXENT,1.0
2349,GANAN,MONOL,1.0
2349,IVA,MONO,1.0
2349,SUSS,EXENT,1.0
2349,TMUNI,EXENT,1.0
2354,GANAN,MONOV,1.0
2354,IVA,MONO,1.0
2354,SUSS,EXENT,1.0
2354,TMUNI,EXENT,1.0
2355,GANAN,VTABI,1.0
2355,IVA,RESPO,1.0
2355,SUSS,APATR,1.0
2355,TMUNI,EXENT,1.0
2356,GANAN,SERVI,1.0
2356,IVA,RESPO,1.0
1911,INGBR,A122R,1.0
2356,TMUNI,EXENT,1.0
2357,GANAN,MONOL,1.0
2357,IVA,MONO,1.0
2357,SUSS,EXENT,1.0
2357,TMUNI,EXENT,1.0
1912,INGBR,A122R,1.0
1913,INGBR,A122R,1.0
1914,INGBR,A122R,1.0
2358,SUSS,EXENT,1.0
2358,TMUNI,EXENT,1.0
50530,GANAN,EXENT,1.0
50530,INGBR,EXENT,1.0
50530,IVA,EXENT,1.0
50530,SUSS,EXENT,1.0
50530,TMUNI,EXENT,1.0
2359,GANAN,SERVI,1.0
2359,IVA,RESPO,1.0
2359,SUSS,APATR,1.0
2359,TMUNI,EXENT,1.0
2374,GANAN,VTABI,1.0
2374,IVA,RESPO,1.0
2374,SUSS,EXENT,1.0
2374,TMUNI,EXENT,1.0
50531,GANAN,EXENT,1.0
50531,INGBR,EXENT,1.0
50531,IVA,EXENT,1.0
50531,SUSS,EXENT,1.0
50531,TMUNI,EXENT,1.0
50532,GANAN,EXENT,1.0
50532,INGBR,EXENT,1.0
50532,IVA,EXENT,1.0
50532,SUSS,EXENT,1.0
50532,TMUNI,EXENT,1.0
2382,GANAN,MONOL,1.0
2382,IVA,MONO,1.0
2382,SUSS,EXENT,1.0
2382,TMUNI,EXENT,1.0
2385,IVA,MONO,1.0
2385,SUSS,EXENT,1.0
2385,TMUNI,EXENT,1.0
2386,GANAN,MONOL,1.0
2386,IVA,MONO,1.0
2386,SUSS,EXENT,1.0
2386,TMUNI,EXENT,1.0
2389,GANAN,VTABI,1.0
2389,IVA,RESPO,1.0
2389,SUSS,EXENT,1.0
2389,TMUNI,EXENT,1.0
2391,GANAN,EXENT,1.0
2391,IVA,EXENT,1.0
2391,SUSS,EXENT,1.0
2391,TMUNI,EXENT,1.0
2420,IVA,RESPO,1.0
2392,TMUNI,EXENT,1.0
2420,SUSS,APATR,1.0
2393,GANAN,MONOL,1.0
2393,IVA,MONO,1.0
2393,SUSS,EXENT,1.0
2393,TMUNI,EXENT,1.0
2395,GANAN,VTABI,1.0
2395,IVA,RNINS,1.0
2395,SUSS,APATR,1.0
2395,TMUNI,EXENT,1.0
2396,GANAN,SERVI,1.0
2396,IVA,MONO,1.0
2396,SUSS,EXENT,1.0
2396,TMUNI,EXENT,1.0
50534,GANAN,EXENT,1.0
50534,INGBR,EXENT,1.0
50534,IVA,EXENT,1.0
50534,SUSS,EXENT,1.0
50534,TMUNI,EXENT,1.0
2399,GANAN,SERVI,1.0
2399,IVA,RESPO,1.0
2399,SUSS,EXENT,1.0
2399,TMUNI,EXENT,1.0
2401,IVA,MONO,1.0
2401,SUSS,EXENT,1.0
2401,TMUNI,EXENT,1.0
2402,GANAN,SERVI,1.0
2402,IVA,MONO,1.0
2402,SUSS,EXENT,1.0
2402,TMUNI,EXENT,1.0
707,GANAN,EXENT,1.0
707,SUSS,EXENT,1.0
2405,GANAN,MONOL,1.0
1915,INGBR,A122R,1.0
2405,IVA,MONO,1.0
2405,SUSS,EXENT,1.0
2405,TMUNI,EXENT,1.0
2406,GANAN,MONOL,1.0
1916,INGBR,A122R,1.0
2406,IVA,MONO,1.0
2406,SUSS,EXENT,1.0
2406,TMUNI,COMSE,1.0
2407,GANAN,MONOV,1.0
2407,IVA,MONO,1.0
2407,SUSS,EXENT,1.0
2407,TMUNI,EXENT,1.0
2408,GANAN,VTABI,1.0
2408,IVA,RESPO,1.0
2408,SUSS,APATR,1.0
2408,TMUNI,EXENT,1.0
2289,SUSS,EXENT,1.0
2412,GANAN,SERVI,1.0
2412,GANAN,VTABI,1.0
2412,IVA,RESPO,1.0
2412,SUSS,EXENT,1.0
2412,TMUNI,EXENT,1.0
2414,GANAN,SERVI,1.0
2414,IVA,EXENT,1.0
2414,SUSS,EXENT,1.0
2414,TMUNI,EXENT,1.0
2415,GANAN,MONOL,1.0
2415,IVA,MONO,1.0
2415,SUSS,EXENT,1.0
2415,TMUNI,EXENT,1.0
50537,GANAN,EXENT,1.0
50537,IVA,RESPO,1.0
50537,SUSS,EXENT,1.0
50537,TMUNI,EXENT,1.0
1843,GANAN,EXENT,1.0
1843,IVA,EXENT,1.0
1843,SUSS,EXENT,1.0
50002,GANAN,EXENT,1.0
50002,IVA,EXENT,1.0
50002,SUSS,EXENT,1.0
4718,GANAN,MONOL,1.0
4718,IVA,MONO,1.0
4718,SUSS,EXENT,1.0
4718,TMUNI,EXENT,1.0
2392,IVA,EXENT,1.0
2392,SUSS,EXENT,1.0
2420,GANAN,VTABI,1.0
2420,TMUNI,EXENT,1.0
2421,GANAN,MONOL,1.0
1917,INGBR,A122R,1.0
2421,IVA,MONO,1.0
2421,SUSS,EXENT,1.0
2421,TMUNI,EXENT,1.0
2423,GANAN,VTABI,1.0
2423,IVA,RESPO,1.0
1918,INGBR,A122R,1.0
1919,INGBR,A122R,1.0
1920,INGBR,A122R,1.0
1921,INGBR,A122R,1.0
1922,INGBR,A122R,1.0
1923,INGBR,A122R,1.0
1924,INGBR,A122R,1.0
1925,INGBR,A122R,1.0
1926,INGBR,A122R,1.0
1927,INGBR,A122R,1.0
1928,INGBR,A122R,1.0
1929,INGBR,A122R,1.0
1930,INGBR,A122R,1.0
1931,INGBR,A122R,1.0
1932,INGBR,A122R,1.0
1933,INGBR,A122R,1.0
1934,INGBR,A122R,1.0
1935,INGBR,A122R,1.0
1936,INGBR,A122R,1.0
1937,INGBR,A122R,1.0
1938,INGBR,A122R,1.0
1939,INGBR,A122R,1.0
1940,INGBR,A122R,1.0
1941,INGBR,A122R,1.0
1942,INGBR,A122R,1.0
1943,INGBR,A122R,1.0
1944,INGBR,A122R,1.0
1945,INGBR,A122R,1.0
1946,INGBR,A122R,1.0
1947,INGBR,A122R,1.0
1948,INGBR,A122R,1.0
1949,INGBR,A122R,1.0
1950,INGBR,A122R,1.0
1951,INGBR,A122R,1.0
1952,INGBR,A122R,1.0
1953,INGBR,A122R,1.0
1954,INGBR,A122R,1.0
1760,IVA,MONO,1.0
1760,SUSS,EXENT,1.0
1760,TMUNI,EXENT,1.0
1761,GANAN,SERVI,1.0
1761,IVA,MONO,1.0
1761,SUSS,EXENT,1.0
1761,TMUNI,EXENT,1.0
1762,GANAN,VTABI,1.0
1762,IVA,RESPO,1.0
1762,SUSS,APATR,1.0
1762,TMUNI,EXENT,1.0
1763,GANAN,SERVI,1.0
1763,IVA,RESPO,1.0
1763,SUSS,APATR,1.0
1763,TMUNI,EXENT,1.0
1764,GANAN,SERVI,1.0
1764,IVA,MONO,1.0
1764,SUSS,EXENT,1.0
1764,TMUNI,EXENT,1.0
1765,GANAN,HONOR,1.0
1765,IVA,RESPO,1.0
1765,SUSS,EXENT,1.0
1765,TMUNI,EXENT,1.0
1766,GANAN,SERVI,1.0
1766,IVA,MONO,1.0
1766,SUSS,EXENT,1.0
1766,TMUNI,EXENT,1.0
1767,GANAN,SERVI,1.0
1767,IVA,MONO,1.0
1767,SUSS,EXENT,1.0
1767,TMUNI,EXENT,1.0
1768,IVA,MONO,1.0
1768,SUSS,EXENT,1.0
1768,TMUNI,EXENT,1.0
1769,GANAN,SERVI,1.0
1769,IVA,RESPO,1.0
1769,SUSS,EXENT,1.0
1769,TMUNI,EXENT,1.0
50446,GANAN,EXENT,1.0
50446,INGBR,EXENT,1.0
50446,IVA,EXENT,1.0
50446,SUSS,EXENT,1.0
50446,TMUNI,EXENT,1.0
50447,GANAN,EXENT,1.0
50447,INGBR,EXENT,1.0
50447,IVA,EXENT,1.0
50447,SUSS,EXENT,1.0
50447,TMUNI,EXENT,1.0
1770,IVA,MONO,1.0
1770,SUSS,EXENT,1.0
1770,TMUNI,EXENT,1.0
1771,GANAN,VTABI,1.0
1771,IVA,RESPO,1.0
1771,SUSS,APATR,1.0
1771,TMUNI,EXENT,1.0
1772,IVA,MONO,1.0
1772,SUSS,EXENT,1.0
1772,TMUNI,EXENT,1.0
1773,IVA,MONO,1.0
1773,SUSS,EXENT,1.0
1773,TMUNI,EXENT,1.0
1774,IVA,MONO,1.0
1774,SUSS,EXENT,1.0
1774,TMUNI,EXENT,1.0
1775,GANAN,SERVI,1.0
1775,IVA,MONO,1.0
1775,SUSS,EXENT,1.0
1775,TMUNI,EXENT,1.0
1776,IVA,MONO,1.0
1776,SUSS,EXENT,1.0
1776,TMUNI,EXENT,1.0
1777,IVA,MONO,1.0
1777,SUSS,EXENT,1.0
1777,TMUNI,EXENT,1.0
1778,IVA,MONO,1.0
1778,SUSS,EXENT,1.0
1778,TMUNI,EXENT,1.0
1779,GANAN,SERVI,1.0
1779,IVA,MONO,1.0
1779,SUSS,EXENT,1.0
1779,TMUNI,EXENT,1.0
50448,GANAN,EXENT,1.0
50448,INGBR,EXENT,1.0
50448,IVA,EXENT,1.0
50448,SUSS,EXENT,1.0
50448,TMUNI,EXENT,1.0
1780,GANAN,SERVI,1.0
1780,IVA,MONO,1.0
1780,SUSS,EXENT,1.0
1780,TMUNI,EXENT,1.0
1781,GANAN,SERVI,1.0
1781,IVA,MONO,1.0
1781,SUSS,EXENT,1.0
1781,TMUNI,EXENT,1.0
1782,IVA,MONO,1.0
1782,SUSS,EXENT,1.0
1782,TMUNI,EXENT,1.0
1783,GANAN,SERVI,1.0
1783,IVA,MONO,1.0
1783,SUSS,EXENT,1.0
1783,TMUNI,EXENT,1.0
1784,SUSS,EXENT,1.0
1784,TMUNI,EXENT,1.0
1785,IVA,MONO,1.0
1785,SUSS,EXENT,1.0
1785,TMUNI,EXENT,1.0
763,IVA,RESPO,1.0
229,GANAN,SERVI,1.0
101,IVA,RESPO,1.0
229,SUSS,APATR,1.0
229,IVA,RESPO,1.0
546,SUSS,APATR,1.0
101,SUSS,EXENT,1.0
1786,GANAN,SERVI,1.0
1786,IVA,MONO,1.0
1786,SUSS,EXENT,1.0
1786,TMUNI,EXENT,1.0
1787,IVA,MONO,1.0
1787,SUSS,EXENT,1.0
1787,TMUNI,EXENT,1.0
1788,GANAN,SERVI,1.0
1788,IVA,RESPO,1.0
1788,SUSS,APATR,1.0
1788,TMUNI,EXENT,1.0
1789,IVA,RESPO,1.0
1789,SUSS,EXENT,1.0
1789,TMUNI,EXENT,1.0
1790,GANAN,SERVI,1.0
1789,GANAN,SERVI,1.0
1790,IVA,MONO,1.0
1790,SUSS,EXENT,1.0
1790,TMUNI,EXENT,1.0
1791,GANAN,SERVI,1.0
1791,IVA,RESPO,1.0
1791,SUSS,APATR,1.0
1791,TMUNI,EXENT,1.0
1792,IVA,MONO,1.0
1792,SUSS,EXENT,1.0
1792,TMUNI,EXENT,1.0
1793,GANAN,SERVI,1.0
1793,IVA,RESPO,1.0
1793,SUSS,EXENT,1.0
1793,TMUNI,EXENT,1.0
50449,GANAN,EXENT,1.0
50449,INGBR,EXENT,1.0
50449,IVA,EXENT,1.0
50449,SUSS,EXENT,1.0
50449,TMUNI,EXENT,1.0
1794,GANAN,VTABI,1.0
1794,IVA,RESPO,1.0
1794,SUSS,APATR,1.0
1794,TMUNI,EXENT,1.0
1551,GANAN,HONOR,1.0
1551,IVA,RESPO,1.0
1795,IVA,MONO,1.0
1795,SUSS,EXENT,1.0
1795,TMUNI,EXENT,1.0
1796,GANAN,VTABI,1.0
1796,IVA,RESPO,1.0
1796,SUSS,APATR,1.0
1796,TMUNI,EXENT,1.0
1797,IVA,MONO,1.0
1797,SUSS,EXENT,1.0
1797,TMUNI,EXENT,1.0
1798,GANAN,SERVI,1.0
1798,IVA,MONO,1.0
1798,SUSS,EXENT,1.0
1798,TMUNI,EXENT,1.0
240,GANAN,VTABI,1.0
240,SUSS,APATR,1.0
240,IVA,RESPO,1.0
1800,GANAN,SERVI,1.0
1799,IVA,RESPO,1.0
1799,TMUNI,EXENT,1.0
1800,IVA,RESPO,1.0
1799,GANAN,SERVI,1.0
1799,SUSS,EXENT,1.0
328,SUSS,EXENT,1.0
1800,SUSS,EXENT,1.0
1800,TMUNI,EXENT,1.0
1801,GANAN,SERVI,1.0
1801,IVA,MONO,1.0
1801,SUSS,EXENT,1.0
1801,TMUNI,EXENT,1.0
609,IVA,RESPO,1.0
1802,IVA,MONO,1.0
1802,SUSS,EXENT,1.0
1802,TMUNI,EXENT,1.0
1803,GANAN,SERVI,1.0
1803,IVA,RESPO,1.0
1803,SUSS,APATR,1.0
1803,TMUNI,EXENT,1.0
1804,GANAN,SERVI,1.0
1804,IVA,MONO,1.0
1804,SUSS,EXENT,1.0
1804,TMUNI,EXENT,1.0
1955,INGBR,A122R,1.0
592,GANAN,VTABI,1.0
592,IVA,RESPO,1.0
917,SUSS,APATR,1.0
425,GANAN,SERVI,1.0
425,IVA,RESPO,1.0
762,SUSS,APATR,1.0
604,SUSS,APATR,1.0
996,SUSS,APATR,1.0
911,SUSS,APATR,1.0
50450,GANAN,EXENT,1.0
50450,INGBR,EXENT,1.0
50450,IVA,MONO,1.0
50450,SUSS,EXENT,1.0
50450,TMUNI,EXENT,1.0
1805,GANAN,SERVI,1.0
1805,IVA,RESPO,1.0
1805,SUSS,EXENT,1.0
1805,TMUNI,EXENT,1.0
1254,TMUNI,EXENT,1.0
1503,TMUNI,EXENT,1.0
1503,SUSS,APATR,1.0
1301,SUSS,APATR,1.0
1806,GANAN,SERVI,1.0
1806,IVA,RESPO,1.0
1806,SUSS,EXENT,1.0
1806,TMUNI,EXENT,1.0
1807,GANAN,SERVI,1.0
1807,IVA,MONO,1.0
1807,SUSS,EXENT,1.0
1807,TMUNI,EXENT,1.0
50451,GANAN,EXENT,1.0
50451,INGBR,EXENT,1.0
50451,IVA,EXENT,1.0
50451,SUSS,EXENT,1.0
50451,TMUNI,EXENT,1.0
1808,GANAN,SERVI,1.0
1808,IVA,MONO,1.0
1808,SUSS,EXENT,1.0
1808,TMUNI,EXENT,1.0
1809,TMUNI,EXENT,1.0
1956,INGBR,A122R,1.0
1810,IVA,MONO,1.0
1810,SUSS,EXENT,1.0
1810,TMUNI,EXENT,1.0
1811,GANAN,SERVI,1.0
1811,IVA,MONO,1.0
1811,SUSS,EXENT,1.0
1811,TMUNI,EXENT,1.0
1812,GANAN,SERVI,1.0
1812,IVA,MONO,1.0
1812,SUSS,EXENT,1.0
1812,TMUNI,EXENT,1.0
1813,GANAN,VTABI,1.0
1813,IVA,RESPO,1.0
1813,SUSS,APATR,1.0
1813,TMUNI,EXENT,1.0
1957,INGBR,A122R,1.0
1958,INGBR,A122R,1.0
1959,INGBR,A122R,1.0
1960,INGBR,A122R,1.0
1961,INGBR,A122R,1.0
1962,INGBR,A122R,1.0
1963,INGBR,A122R,1.0
1964,INGBR,A122R,1.0
1965,INGBR,A122R,1.0
1966,INGBR,A122R,1.0
1969,INGBR,A122R,1.0
1970,INGBR,A122R,1.0
1971,INGBR,A122R,1.0
1972,INGBR,A122R,1.0
1973,INGBR,A122R,1.0
1974,INGBR,A122R,1.0
1975,INGBR,A122R,1.0
1976,INGBR,A122R,1.0
1977,INGBR,A122R,1.0
1978,INGBR,A122R,1.0
1979,INGBR,A122R,1.0
1980,INGBR,A122R,1.0
1981,INGBR,A122R,1.0
1982,INGBR,A122R,1.0
1983,INGBR,A122R,1.0
1984,INGBR,A122R,1.0
1985,INGBR,A122R,1.0
1986,INGBR,A122R,1.0
1987,INGBR,A122R,1.0
1988,INGBR,A122R,1.0
1989,INGBR,A122R,1.0
1990,INGBR,A122R,1.0
1991,INGBR,A122R,1.0
1992,INGBR,A122R,1.0
1993,INGBR,A122R,1.0
1994,INGBR,A122R,1.0
1995,INGBR,A122R,1.0
1996,INGBR,A122R,1.0
1997,INGBR,A122R,1.0
1998,INGBR,A122R,1.0
1999,INGBR,A122R,1.0
2000,INGBR,A122R,1.0
2001,INGBR,A122R,1.0
2002,INGBR,A122R,1.0
2003,INGBR,A122R,1.0
2004,INGBR,A122R,1.0
2005,INGBR,A122R,1.0
2006,INGBR,A122R,1.0
1814,GANAN,SERVI,1.0
1814,GANAN,VTABI,1.0
1814,IVA,RESPO,1.0
1814,SUSS,APATR,1.0
1814,TMUNI,EXENT,1.0
1815,GANAN,SERVI,1.0
1815,GANAN,VTABI,1.0
1815,IVA,RESPO,1.0
1815,SUSS,APATR,1.0
1815,TMUNI,EXENT,1.0
1816,GANAN,VTABI,1.0
1816,IVA,RESPO,1.0
1816,SUSS,APATR,1.0
1816,TMUNI,EXENT,1.0
1817,GANAN,VTABI,1.0
1817,IVA,RESPO,1.0
1817,TMUNI,EXENT,1.0
1817,SUSS,APATR,1.0
1818,GANAN,MONOV,1.0
1818,IVA,MONO,1.0
1818,SUSS,EXENT,1.0
1818,TMUNI,EXENT,1.0
1233,GANAN,SERVI,1.0
1819,IVA,MONO,1.0
1819,SUSS,EXENT,1.0
1819,TMUNI,EXENT,1.0
1820,IVA,MONO,1.0
1820,SUSS,EXENT,1.0
1820,TMUNI,EXENT,1.0
1821,GANAN,SERVI,1.0
1821,IVA,RESPO,1.0
1821,SUSS,EXENT,1.0
1821,TMUNI,EXENT,1.0
50452,GANAN,EXENT,1.0
50452,INGBR,EXENT,1.0
50452,IVA,EXENT,1.0
50452,SUSS,EXENT,1.0
50452,TMUNI,EXENT,1.0
1662,GANAN,SERVI,1.0
1662,IVA,RESPO,1.0
1822,GANAN,SERVI,1.0
1822,IVA,RESPO,1.0
1822,SUSS,APATR,1.0
1822,TMUNI,EXENT,1.0
1294,SUSS,EXENT,1.0
1809,SUSS,EXENT,1.0
50453,GANAN,EXENT,1.0
50453,INGBR,EXENT,1.0
50453,IVA,EXENT,1.0
50453,SUSS,EXENT,1.0
50453,TMUNI,EXENT,1.0
2327,TMUNI,EXENT,1.0
2336,GANAN,VTABI,1.0
2336,IVA,RESPO,1.0
2336,SUSS,EXENT,1.0
2336,TMUNI,EXENT,1.0
2337,GANAN,MONOL,1.0
2337,IVA,MONO,1.0
2337,SUSS,EXENT,1.0
2337,TMUNI,EXENT,1.0
2340,GANAN,VTABI,1.0
2340,IVA,RESPO,1.0
2340,SUSS,EXENT,1.0
2340,TMUNI,EXENT,1.0
50525,GANAN,EXENT,1.0
50525,INGBR,EXENT,1.0
50525,IVA,EXENT,1.0
50525,SUSS,EXENT,1.0
50525,TMUNI,EXENT,1.0
50526,GANAN,EXENT,1.0
50526,INGBR,EXENT,1.0
50526,IVA,EXENT,1.0
50526,SUSS,EXENT,1.0
50526,TMUNI,EXENT,1.0
2345,GANAN,MONOL,1.0
2345,IVA,MONO,1.0
2345,SUSS,EXENT,1.0
2345,TMUNI,EXENT,1.0
2347,GANAN,MONOL,1.0
2347,IVA,MONO,1.0
2347,SUSS,EXENT,1.0
2347,TMUNI,EXENT,1.0
2348,GANAN,SERVI,1.0
2348,IVA,RESPO,1.0
2348,SUSS,EXENT,1.0
2348,TMUNI,EXENT,1.0
50527,GANAN,EXENT,1.0
50527,INGBR,EXENT,1.0
50527,IVA,EXENT,1.0
50527,SUSS,EXENT,1.0
50527,TMUNI,EXENT,1.0
50528,GANAN,EXENT,1.0
50528,INGBR,EXENT,1.0
50528,IVA,EXENT,1.0
50528,SUSS,EXENT,1.0
50528,TMUNI,EXENT,1.0
2351,GANAN,EXENT,1.0
2351,TMUNI,EXENT,1.0
2352,GANAN,VTABI,1.0
2352,IVA,RESPO,1.0
2352,SUSS,APATR,1.0
2352,TMUNI,COMSE,1.0
2353,GANAN,SERVI,1.0
2353,IVA,MONO,1.0
2353,SUSS,EXENT,1.0
2353,TMUNI,EXENT,1.0
50529,GANAN,EXENT,1.0
50529,INGBR,EXENT,1.0
50529,IVA,EXENT,1.0
50529,SUSS,EXENT,1.0
50529,TMUNI,EXENT,1.0
2360,IVA,MONO,1.0
2360,SUSS,EXENT,1.0
2360,TMUNI,EXENT,1.0
2361,GANAN,VTABI,1.0
2361,IVA,RESPO,1.0
2361,SUSS,APATR,1.0
2361,TMUNI,EXENT,1.0
2362,GANAN,MONOL,1.0
2362,IVA,MONO,1.0
2362,SUSS,EXENT,1.0
2362,TMUNI,EXENT,1.0
2376,GANAN,VTABI,1.0
2376,IVA,RESPO,1.0
2376,SUSS,APATR,1.0
2376,TMUNI,EXENT,1.0
2379,GANAN,SERVI,1.0
2379,IVA,EXENT,1.0
2379,SUSS,EXENT,1.0
2379,TMUNI,EXENT,1.0
50533,GANAN,EXENT,1.0
50533,INGBR,EXENT,1.0
50533,IVA,EXENT,1.0
50533,SUSS,EXENT,1.0
50533,TMUNI,EXENT,1.0
2385,GANAN,MONOL,1.0
2473,IVA,MONO,1.0
2473,SUSS,EXENT,1.0
2473,TMUNI,EXENT,1.0
2302,GANAN,MONOL,1.0
2487,GANAN,MONOV,1.0
2487,IVA,MONO,1.0
2487,SUSS,EXENT,1.0
2487,TMUNI,EXENT,1.0
2495,GANAN,SERVI,1.0
2495,IVA,RESPO,1.0
2495,SUSS,EXENT,1.0
2495,TMUNI,EXENT,1.0
2506,GANAN,MONOL,1.0
2506,IVA,MONO,1.0
2506,SUSS,EXENT,1.0
2506,TMUNI,EXENT,1.0
2516,GANAN,MONOL,1.0
2516,IVA,MONO,1.0
2516,SUSS,EXENT,1.0
2516,TMUNI,EXENT,1.0
50551,GANAN,EXENT,1.0
50551,INGBR,EXENT,1.0
50551,IVA,EXENT,1.0
50551,SUSS,EXENT,1.0
50551,TMUNI,EXENT,1.0
2520,GANAN,SERVI,1.0
2520,IVA,RESPO,1.0
2520,SUSS,APATR,1.0
2520,TMUNI,EXENT,1.0
2521,GANAN,SERVI,1.0
2521,GANAN,VTABI,1.0
2521,IVA,RESPO,1.0
2521,SUSS,APATR,1.0
2521,TMUNI,EXENT,1.0
2523,GANAN,SERVI,1.0
2523,IVA,RESPO,1.0
2523,SUSS,EXENT,1.0
2523,TMUNI,EXENT,1.0
2524,GANAN,MONOV,1.0
2524,IVA,MONO,1.0
2524,SUSS,EXENT,1.0
2524,TMUNI,EXENT,1.0
2534,GANAN,MONOL,1.0
2534,IVA,MONO,1.0
2534,SUSS,EXENT,1.0
2534,TMUNI,EXENT,1.0
2535,GANAN,MONOL,1.0
2535,IVA,MONO,1.0
2535,SUSS,EXENT,1.0
2535,TMUNI,EXENT,1.0
2541,GANAN,SERVI,1.0
2541,IVA,RESPO,1.0
2541,SUSS,EXENT,1.0
2541,TMUNI,EXENT,1.0
2542,GANAN,MONOL,1.0
2542,IVA,MONO,1.0
2542,SUSS,EXENT,1.0
2542,TMUNI,EXENT,1.0
2543,GANAN,MONOL,1.0
2543,IVA,EXENT,1.0
2543,SUSS,EXENT,1.0
2543,TMUNI,EXENT,1.0
50561,GANAN,EXENT,1.0
50561,INGBR,EXENT,1.0
50561,IVA,EXENT,1.0
50561,SUSS,EXENT,1.0
50561,TMUNI,EXENT,1.0
2553,GANAN,VTABI,1.0
2553,IVA,RESPO,1.0
2553,SUSS,APATR,1.0
2553,TMUNI,EXENT,1.0
2555,GANAN,VTABI,1.0
2555,IVA,RESPO,1.0
2555,SUSS,EXENT,1.0
2555,TMUNI,EXENT,1.0
2565,GANAN,MONOL,1.0
2565,IVA,MONO,1.0
2565,SUSS,EXENT,1.0
2565,TMUNI,EXENT,1.0
2575,GANAN,SERVI,1.0
2575,IVA,EXENT,1.0
2575,SUSS,EXENT,1.0
2575,TMUNI,EXENT,1.0
2587,GANAN,SERVI,1.0
2587,IVA,MONO,1.0
2587,SUSS,EXENT,1.0
2587,TMUNI,COMSE,1.0
2600,GANAN,MONOL,1.0
2600,IVA,MONO,1.0
2600,SUSS,EXENT,1.0
2600,TMUNI,EXENT,1.0
2604,GANAN,VTABI,1.0
2604,IVA,MONO,1.0
2604,SUSS,EXENT,1.0
2604,TMUNI,COMSE,1.0
2606,GANAN,VTABI,1.0
2606,IVA,RESPO,1.0
2606,SUSS,APATR,1.0
2606,TMUNI,EXENT,1.0
2610,GANAN,VTABI,1.0
2610,IVA,RESPO,1.0
2610,SUSS,APATR,1.0
2610,TMUNI,EXENT,1.0
2611,GANAN,VTABI,1.0
2611,IVA,RESPO,1.0
2611,SUSS,EXENT,1.0
2611,TMUNI,EXENT,1.0
2612,GANAN,MONOL,1.0
2612,IVA,MONO,1.0
2612,SUSS,EXENT,1.0
2612,TMUNI,EXENT,1.0
1784,IVA,MONO,1.0
1784,GANAN,MONOL,1.0
2492,GANAN,MONOL,1.0
2492,IVA,MONO,1.0
2492,SUSS,EXENT,1.0
2492,TMUNI,EXENT,1.0
50552,GANAN,EXENT,1.0
50552,INGBR,EXENT,1.0
